license_id,brand_name,ingredient,drugbank_id,potential_indication,source,score
EMEA/H/C/004549,Ritonavir Viatris (previously Ritonavir Mylan),RITONAVIR,DB00503,congenital human immunodeficiency virus,TxGNN Deep Learning,0.9667837023735046
EMEA/H/C/000958,Stelara,USTEKINUMAB,DB05679,pityriasis simplex,TxGNN Deep Learning,0.9667686223983764
EMEA/H/C/002252,Zinforo,CEFTAROLINE FOSAMIL,DB06590,brachyolmia-amelogenesis imperfecta syndrome,TxGNN Deep Learning,0.9667677283287048
EMEA/H/C/005752,Tyruko,NATALIZUMAB,DB00108,posterior leukoencephalopathy syndrome,TxGNN Deep Learning,0.9667646288871764
EMEA/H/C/003785,Tenkasi (previously Orbactiv),ORITAVANCIN (DIPHOSPHATE),DB04911,serous conjunctivitis except viral,TxGNN Deep Learning,0.9667597413063048
EMEA/H/C/003785,Tenkasi (previously Orbactiv),ORITAVANCIN (DIPHOSPHATE),DB04911,parasitic conjunctivitis,TxGNN Deep Learning,0.9667597413063048
EMEA/H/C/003785,Tenkasi (previously Orbactiv),ORITAVANCIN (DIPHOSPHATE),DB04911,chronic follicular conjunctivitis,TxGNN Deep Learning,0.9667597413063048
EMEA/H/C/003785,Tenkasi (previously Orbactiv),ORITAVANCIN (DIPHOSPHATE),DB04911,conjunctival folliculosis,TxGNN Deep Learning,0.9667597413063048
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,heart valve disease,TxGNN Deep Learning,0.9667527079582214
EMEA/H/C/000942,Nplate,ROMIPLOSTIM,DB05332,infantile digital fibromatosis,TxGNN Deep Learning,0.9667407870292664
EMEA/H/C/002015,Benlysta,BELIMUMAB,DB08879,bleeding diathesis due to a collagen receptor defect,TxGNN Deep Learning,0.9667392373085022
EMEA/H/C/002296,Sancuso,GRANISETRON,DB00889,nephrogenic diabetes insipidus-intracranial calcification syndrome,TxGNN Deep Learning,0.9667311906814576
EMEA/H/C/000805,Ranexa (previously Latixa),RANOLAZINE,DB00243,duodenal obstruction,TxGNN Deep Learning,0.9667269587516784
EMEA/H/C/004655,Jorveza,BUDESONIDE,DB01222,atopic dermatitis,TxGNN Deep Learning,0.9667235016822816
EMEA/H/C/000913,Conbriza,BAZEDOXIFENE,DB06401,severe nonproliferative diabetic retinopathy,TxGNN Deep Learning,0.9667212963104248
EMEA/H/C/002280,Giotrif,AFATINIB,DB08916,cytomegalovirus infection,TxGNN Deep Learning,0.9667173027992249
EMEA/H/C/002498,Tresiba,INSULIN DEGLUDEC,DB09564,permanent neonatal diabetes mellitus,TxGNN Deep Learning,0.966713845729828
EMEA/H/C/001106,Elonva,CORIFOLLITROPIN ALFA,DB09066,headache disorder,TxGNN Deep Learning,0.9667102694511414
,Vaborbactam,VABORBACTAM,DB12107,congestive heart failure,TxGNN Deep Learning,0.9667091369628906
EMEA/H/C/006612,Enzalutamide Accordpharma,ENZALUTAMIDE,DB08899,familial spontaneous pneumothorax,TxGNN Deep Learning,0.96670001745224
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,reticular dysgenesis,TxGNN Deep Learning,0.9666961431503296
EMEA/H/C/006322,Oczyesa,OCTREOTIDE HYDROCHLORIDE,DB00104,adult familial nephronophthisis-spastic quadriparesia syndrome,TxGNN Deep Learning,0.9666953086853028
EMEA/H/C/006006,Dapagliflozin Viatris,DAPAGLIFLOZIN,DB06292,idiopathic localized lipodystrophy,TxGNN Deep Learning,0.966684877872467
EMEA/H/C/006050,Balversa,ERDAFITINIB,DB12147,marcothrombocytopenia with mitral valve insufficiency,TxGNN Deep Learning,0.9666828513145448
,L-Lysine,L-LYSINE,DB00123,myopathic intestinal pseudoobstruction,TxGNN Deep Learning,0.966681182384491
,L-Lysine,L-LYSINE,DB00123,unclassified intestinal pseudoobstruction,TxGNN Deep Learning,0.966681182384491
EMEA/H/C/003724,Cerdelga,ELIGLUSTAT (TARTRATE),DB09039,gastrocutaneous syndrome,TxGNN Deep Learning,0.9666706919670104
EMEA/H/C/005467,Voraxaze,GLUCARPIDASE,DB08898,cystic neoplasm,TxGNN Deep Learning,0.9666673541069032
,Fluticasone propionate,FLUTICASONE PROPIONATE,DB00588,contact dermatitis,TxGNN Deep Learning,0.9666628241539
EMEA/H/C/004164,Alecensa,ALECTINIB HYDROCHLORIDE,DB11363,epidermolysis bullosa with congenital localized absence of skin and deformity of nails,TxGNN Deep Learning,0.9666622281074524
EMEA/H/C/004804,Piqray,ALPELISIB,DB12015,congenital renal artery stenosis,TxGNN Deep Learning,0.9666561484336852
EMEA/H/C/004452,Erleada,APALUTAMIDE,DB11901,female breast carcinoma,TxGNN Deep Learning,0.966650128364563
EMEA/H/C/000157,Cerezyme,IMIGLUCERASE,DB00053,familial encephalopathy with neuroserpin inclusion bodies,TxGNN Deep Learning,0.9666267037391664
,L-Lysine,L-LYSINE,DB00123,stomach disease,TxGNN Deep Learning,0.9666247963905334
EMEA/H/C/002792,Obizur,SUSOCTOCOG ALFA,DB11606,factor XI deficiency,TxGNN Deep Learning,0.96662038564682
EMEA/H/C/004213,Kisqali,RIBOCICLIB SUCCINATE,DB11730,pericardium disease,TxGNN Deep Learning,0.9666183590888976
EMEA/H/C/004214,Xeljanz,TOFACITINIB,DB08895,indolent plasma cell myeloma,TxGNN Deep Learning,0.966618001461029
,Nomegestrol acetate,NOMEGESTROL ACETATE,DB13981,autoimmune atherosclerosis,TxGNN Deep Learning,0.9666131138801576
EMEA/H/C/004246,Elmiron,PENTOSAN POLYSULFATE SODIUM,DB00686,disorder of GPI anchor biosynthesis,TxGNN Deep Learning,0.9666116833686828
EMEA/H/C/004722,Doptelet,AVATROMBOPAG MALEATE,DB11995,homozygous familial hypercholesterolemia,TxGNN Deep Learning,0.9666086435317992
EMEA/H/C/005936,Tibsovo,IVOSIDENIB,DB14568,"chronic myelogenous leukemia, BCR-ABL1 positive",TxGNN Deep Learning,0.9666035771369934
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,"pulmonary hypertension, primary",TxGNN Deep Learning,0.9666016697883606
EMEA/H/C/006468,Xbryk,DENOSUMAB,DB06643,diabetic cataract,TxGNN Deep Learning,0.9665858149528505
EMEA/H/C/002669,Voriconazole Accord,VORICONAZOLE,DB00582,Plasmodium falciparum malaria,TxGNN Deep Learning,0.9665850400924684
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,anal polyp,TxGNN Deep Learning,0.9665833711624146
EMEA/H/C/002556,Lonquex,LIPEGFILGRASTIM,DB13200,breast tumor luminal A or B,TxGNN Deep Learning,0.9665806293487548
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,monocytic leukemia,TxGNN Deep Learning,0.9665806293487548
EMEA/H/C/004710,Deferiprone Lipomed,DEFERIPRONE,DB08826,HIV infectious disease,TxGNN Deep Learning,0.9665772914886476
EMEA/H/C/000306,Metalyse,TENECTEPLASE,DB00031,heparin cofactor 2 deficiency,TxGNN Deep Learning,0.9665749073028564
EMEA/H/C/001106,Elonva,CORIFOLLITROPIN ALFA,DB09066,acne (disease),TxGNN Deep Learning,0.9665733575820924
EMEA/H/C/004835,Zeposia,OZANIMOD HYDROCHLORIDE,DB12612,colonic neoplasm,TxGNN Deep Learning,0.9665685892105104
EMEA/H/C/000806,Cyanokit,HYDROXOCOBALAMIN,DB00200,vitamin B12 deficiency,TxGNN Deep Learning,0.9665629863739014
EMEA/H/C/004978,Brukinsa,ZANUBRUTINIB,DB15035,primary cutaneous T-cell non-Hodgkin lymphoma,TxGNN Deep Learning,0.9665600061416626
EMEA/H/C/002556,Lonquex,LIPEGFILGRASTIM,DB13200,progesterone-receptor positive breast cancer,TxGNN Deep Learning,0.9665580987930298
EMEA/H/C/002556,Lonquex,LIPEGFILGRASTIM,DB13200,normal breast-like subtype of breast carcinoma,TxGNN Deep Learning,0.9665580987930298
EMEA/H/C/004720,Mulpleo (previously Lusutrombopag Shionogi),LUSUTROMBOPAG,DB13125,rhabdoid tumor,TxGNN Deep Learning,0.9665523171424866
EMEA/H/C/004297,Talmanco (previously Tadalafil Generics),TADALAFIL,DB00820,congenital pulmonary lymphangiectasia,TxGNN Deep Learning,0.9665427207946776
,Fenofibrate,FENOFIBRATE,DB01039,brain small vessel disease 1 with or without ocular anomalies,TxGNN Deep Learning,0.9665406346321106
EMEA/H/C/004128,Besremi,ROPEGINTERFERON ALFA-2B,DB15119,microcephaly-cardiac defect-lung malsegmentation syndrome,TxGNN Deep Learning,0.9665259122848512
,Lumacaftor,LUMACAFTOR,DB09280,persistent Mullerian duct syndrome,TxGNN Deep Learning,0.9665247797966005
EMEA/H/C/006612,Enzalutamide Accordpharma,ENZALUTAMIDE,DB08899,feline acquired immunodeficiency syndrome,TxGNN Deep Learning,0.9665239453315736
EMEA/H/C/006612,Enzalutamide Accordpharma,ENZALUTAMIDE,DB08899,simian immunodeficiency virus infection,TxGNN Deep Learning,0.9665239453315736
EMEA/H/C/002514,Aubagio,TERIFLUNOMIDE,DB08880,epithelioid cell uveal melanoma,TxGNN Deep Learning,0.9665223360061646
EMEA/H/C/006050,Balversa,ERDAFITINIB,DB12147,hereditary thrombocytopenia with normal platelets,TxGNN Deep Learning,0.9665110111236572
EMEA/H/C/002792,Obizur,SUSOCTOCOG ALFA,DB11606,factor X deficiency,TxGNN Deep Learning,0.9665042161941528
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,"Hodgkin's lymphoma, lymphocytic depletion",TxGNN Deep Learning,0.9664977788925172
EMEA/H/C/005028,Posaconazole AHCL,POSACONAZOLE,DB01263,"tuberculosis, avian",TxGNN Deep Learning,0.9664965271949768
EMEA/H/C/005028,Posaconazole AHCL,POSACONAZOLE,DB01263,inactive tuberculosis,TxGNN Deep Learning,0.9664965271949768
EMEA/H/C/005028,Posaconazole AHCL,POSACONAZOLE,DB01263,tuberculous ascites,TxGNN Deep Learning,0.9664965271949768
EMEA/H/C/005028,Posaconazole AHCL,POSACONAZOLE,DB01263,tuberculoma,TxGNN Deep Learning,0.9664965271949768
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,cardiovascular disease,TxGNN Deep Learning,0.9664774537086488
EMEA/H/C/002669,Voriconazole Accord,VORICONAZOLE,DB00582,mycetoma,TxGNN Deep Learning,0.966471791267395
EMEA/H/C/002268,Dexdor,DEXMEDETOMIDINE HYDROCHLORIDE,DB00633,common cold,TxGNN Deep Learning,0.9664702415466307
EMEA/H/C/004806,Takhzyro,LANADELUMAB,DB14597,methylcobalamin deficiency type cblG,TxGNN Deep Learning,0.9664597511291504
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,congenital factor XIII deficiency,TxGNN Deep Learning,0.9664585590362548
EMEA/H/C/006050,Balversa,ERDAFITINIB,DB12147,arterial calcification of infancy,TxGNN Deep Learning,0.9664495587348938
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,histiocytic and dendritic cell neoplasm,TxGNN Deep Learning,0.9664494395256042
EMEA/H/C/005467,Voraxaze,GLUCARPIDASE,DB08898,bladder squamous papilloma,TxGNN Deep Learning,0.9664411544799804
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,acne (disease),TxGNN Deep Learning,0.9664363861083984
EMEA/H/C/002556,Lonquex,LIPEGFILGRASTIM,DB13200,neonatal dermatomyositis,TxGNN Deep Learning,0.9664354920387268
EMEA/H/C/005467,Voraxaze,GLUCARPIDASE,DB08898,mesenchymoma,TxGNN Deep Learning,0.9664291739463806
EMEA/H/C/004246,Elmiron,PENTOSAN POLYSULFATE SODIUM,DB00686,beta-thalassemia with other manifestations,TxGNN Deep Learning,0.9664251804351808
EMEA/H/C/004390,Dupixent,DUPILUMAB,DB12159,plasma cell myeloma,TxGNN Deep Learning,0.9664230346679688
EMEA/H/C/004655,Jorveza,BUDESONIDE,DB01222,Crohn ileitis and jejunitis,TxGNN Deep Learning,0.966419279575348
EMEA/H/C/004936,Rozlytrek,ENTRECTINIB,DB11986,collagenopathy,TxGNN Deep Learning,0.9664141535758972
,Human thrombin,HUMAN THROMBIN,DB11571,Glanzmann thrombasthenia,TxGNN Deep Learning,0.9664093255996704
EMEA/H/C/000154,Xenical,ORLISTAT,DB01083,frontorhiny,TxGNN Deep Learning,0.9664055705070496
EMEA/H/C/005535,Qaialdo,SPIRONOLACTONE,DB00421,Braddock syndrome,TxGNN Deep Learning,0.9663841724395752
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,"classic Hodgkin lymphoma, mixed cellularity type",TxGNN Deep Learning,0.966381847858429
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,"amyotrophic lateral sclerosis, susceptibility to",TxGNN Deep Learning,0.9663633704185486
EMEA/H/C/000909,Qutenza,CAPSAICIN,DB06774,rosacea conjunctivitis,TxGNN Deep Learning,0.9663474559783936
EMEA/H/C/001106,Elonva,CORIFOLLITROPIN ALFA,DB09066,trigeminal autonomic cephalalgia,TxGNN Deep Learning,0.9663445353507996
EMEA/H/C/000806,Cyanokit,HYDROXOCOBALAMIN,DB00200,maternally-inherited mitochondrial dystonia,TxGNN Deep Learning,0.9663389921188354
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,Mills syndrome,TxGNN Deep Learning,0.9663387537002563
EMEA/H/C/005375,Retsevmo,SELPERCATINIB,DB15685,ulerythema ophryogenesis,TxGNN Deep Learning,0.966331660747528
EMEA/H/C/000780,Rasilez,ALISKIREN,DB09026,hypotrichosis simplex of the scalp,TxGNN Deep Learning,0.9663125872612
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,Hodgkin's paragranuloma,TxGNN Deep Learning,0.9663066864013672
,Norethisterone,NORETHISTERONE,DB00717,anovulation,TxGNN Deep Learning,0.9663046002388
,Norethisterone,NORETHISTERONE,DB00717,ovarian remnant syndrome,TxGNN Deep Learning,0.9663046002388
,Mometasone furoate,MOMETASONE FUROATE,DB14512,seborrheic keratosis,TxGNN Deep Learning,0.9662989974021912
EMEA/H/C/000593,Xyrem,SODIUM OXYBATE,DB09072,central nervous system disease,TxGNN Deep Learning,0.9662923216819764
EMEA/H/C/000788,Ecalta,ANIDULAFUNGIN,DB00362,lumbar spinal stenosis,TxGNN Deep Learning,0.9662885665893556
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,hepatic veno-occlusive disease-immunodeficiency syndrome,TxGNN Deep Learning,0.9662868976593018
EMEA/H/C/001014,Peyona (previously Nymusa),CAFFEINE CITRATE,DB00201,congenital renal artery stenosis,TxGNN Deep Learning,0.9662789702415466
EMEA/H/C/004164,Alecensa,ALECTINIB HYDROCHLORIDE,DB11363,uterine corpus sarcoma,TxGNN Deep Learning,0.9662700891494752
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,classic Hodgkin lymphoma,TxGNN Deep Learning,0.9662685394287108
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,obsolete Hodgkin's granuloma,TxGNN Deep Learning,0.966266632080078
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,substance withdrawal syndrome,TxGNN Deep Learning,0.9662538170814514
EMEA/H/C/002015,Benlysta,BELIMUMAB,DB08879,hemorrhagic disorder due to a constitutional thrombocytopenia,TxGNN Deep Learning,0.9662529230117798
EMEA/H/C/005467,Voraxaze,GLUCARPIDASE,DB08898,bladder leiomyoma,TxGNN Deep Learning,0.9662525057792664
EMEA/H/C/005614,Qinlock,RIPRETINIB,DB14840,amyotrophic lateral sclerosis,TxGNN Deep Learning,0.9662516117095948
EMEA/H/C/000752,Atriance,NELARABINE,DB01280,refractory cytopenia of childhood,TxGNN Deep Learning,0.966247022151947
EMEA/H/C/002840,Xydalba,DALBAVANCIN HYDROCHLORIDE,DB06219,noninfectious dermatoses of eyelid,TxGNN Deep Learning,0.9662435054779052
EMEA/H/C/002799,Gazyvaro,OBINUTUZUMAB,DB08935,histiocytic and dendritic cell neoplasm,TxGNN Deep Learning,0.9662435054779052
EMEA/H/C/000752,Atriance,NELARABINE,DB01280,uterine corpus sarcoma,TxGNN Deep Learning,0.966241717338562
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome,TxGNN Deep Learning,0.9662376046180724
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,chronic gingivitis,TxGNN Deep Learning,0.9662295579910278
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,functional neutrophil defect,TxGNN Deep Learning,0.9662280082702636
EMEA/H/C/005622,Veklury,REMDESIVIR,DB14761,resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,TxGNN Deep Learning,0.9662273526191713
EMEA/H/C/000746,Invega,PALIPERIDONE,DB01267,factitious disorder,TxGNN Deep Learning,0.9662256836891174
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,trigonitis,TxGNN Deep Learning,0.9662156701087952
,Glecaprevir,GLECAPREVIR,DB13879,benign prostate phyllodes tumor,TxGNN Deep Learning,0.9662083983421326
EMEA/H/C/001106,Elonva,CORIFOLLITROPIN ALFA,DB09066,respiratory failure,TxGNN Deep Learning,0.9661937355995178
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,postpartum psychosis,TxGNN Deep Learning,0.966187059879303
EMEA/H/C/003785,Tenkasi (previously Orbactiv),ORITAVANCIN (DIPHOSPHATE),DB04911,acute hemorrhagic conjunctivitis,TxGNN Deep Learning,0.9661741256713868
EMEA/H/C/006560,Gobivaz,GOLIMUMAB,DB06674,ulcerative colitis (disease),TxGNN Deep Learning,0.9661659002304076
EMEA/H/C/005012,Tavlesse,FOSTAMATINIB DISODIUM,DB12010,progesterone-receptor negative breast cancer,TxGNN Deep Learning,0.9661652445793152
EMEA/H/C/005145,Evrysdi,RISDIPLAM,DB15305,dermatitis,TxGNN Deep Learning,0.9661643505096436
,Acetylsalicylic acid,ACETYLSALICYLIC ACID,DB00945,myocardial infarction (disease),TxGNN Deep Learning,0.9661638140678406
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,lymphoid neoplasm,TxGNN Deep Learning,0.9661502242088318
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,amyotrohpic lateral sclerosis type 22,TxGNN Deep Learning,0.9661474227905272
EMEA/H/C/005760,Sugammadex Fresenius Kabi,SUGAMMADEX SODIUM,DB06206,congenital renal artery stenosis,TxGNN Deep Learning,0.9661381840705872
EMEA/H/C/002552,Deltyba,DELAMANID,DB11637,mycobacterial infectious disease,TxGNN Deep Learning,0.966135561466217
EMEA/H/C/000151,Pylobactell,UREA (13C),DB03904,"hydroa vacciniforme, familial",TxGNN Deep Learning,0.9661312103271484
EMEA/H/C/000915,Valdoxan,AGOMELATINE,DB06594,chromosome 2P16.3 deletion syndrome,TxGNN Deep Learning,0.9661232829093932
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,psychotic disorder,TxGNN Deep Learning,0.9661173820495604
EMEA/H/C/004883,Esperoct,TUROCTOCOG ALFA PEGOL,DB14738,congenital factor XI deficiency,TxGNN Deep Learning,0.9661131501197816
EMEA/H/C/000233,Cetrotide,CETRORELIX (AS ACETATE),DB00050,habitual spontaneous abortion,TxGNN Deep Learning,0.9661026000976562
,Vilanterol,VILANTEROL,DB09082,intrinsic asthma,TxGNN Deep Learning,0.9661017060279846
EMEA/H/C/004804,Piqray,ALPELISIB,DB12015,cerebral atherosclerosis,TxGNN Deep Learning,0.9660992622375488
EMEA/H/C/004804,Piqray,ALPELISIB,DB12015,generalized atherosclerosis,TxGNN Deep Learning,0.9660992622375488
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,odontogenic cyst,TxGNN Deep Learning,0.966098129749298
EMEA/H/C/005943,Plerixafor Accord,PLERIXAFOR,DB06809,rheumatoid arthritis,TxGNN Deep Learning,0.966094136238098
EMEA/H/C/000255,Prometax,RIVASTIGMINE,DB00989,lingual-facial-buccal dyskinesia,TxGNN Deep Learning,0.9660883545875548
EMEA/H/C/000325,Vaniqa,EFLORNITHINE,DB06243,aortic malformation,TxGNN Deep Learning,0.9660866856575012
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,childhood carcinoid tumor,TxGNN Deep Learning,0.9660712480545044
,Pravastatin,PRAVASTATIN,DB00175,Brenner tumor,TxGNN Deep Learning,0.9660703539848328
EMEA/H/C/006315,Nilotinib Accord,NILOTINIB,DB04868,low grade fibromyxoid sarcoma,TxGNN Deep Learning,0.9660684466362
,Artenimol,ARTENIMOL,DB11638,juvenile chronic polyarthritis,TxGNN Deep Learning,0.9660662412643432
EMEA/H/C/002553,Neuraceq,FLORBETABEN (18F),DB09148,Smouldering systemic mastocytosis,TxGNN Deep Learning,0.9660646319389344
EMEA/H/C/000593,Xyrem,SODIUM OXYBATE,DB09072,X-linked adrenoleukodystrophy,TxGNN Deep Learning,0.9660626649856568
EMEA/H/C/004438,Mepsevii,VESTRONIDASE ALFA,DB12366,Steel syndrome,TxGNN Deep Learning,0.9660592079162598
,Nomegestrol acetate,NOMEGESTROL ACETATE,DB13981,heart valve disease,TxGNN Deep Learning,0.9660589694976808
EMEA/H/C/002616,Wakix,PITOLISANT,DB11642,chondromyxoid fibroma,TxGNN Deep Learning,0.9660579562187196
EMEA/H/C/000267,Azopt,BRINZOLAMIDE,DB01194,closed-angle glaucoma,TxGNN Deep Learning,0.9660363793373108
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,bronchial adenomas/carcinoids childhood,TxGNN Deep Learning,0.9660322666168212
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,chondroid hamartoma,TxGNN Deep Learning,0.9660322666168212
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,ductal or ductular proliferation,TxGNN Deep Learning,0.9660322666168212
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,non-seminomatous lesion,TxGNN Deep Learning,0.9660322666168212
EMEA/H/C/004433,Fasenra,BENRALIZUMAB,DB12023,drug-induced autoimmune hemolytic anemia,TxGNN Deep Learning,0.9660101532936096
,Acalabrutinib,ACALABRUTINIB,DB11703,colon adenocarcinoma,TxGNN Deep Learning,0.9659940004348756
,Cytarabine,CYTARABINE,DB00987,lung mixed small cell and squamous cell carcinoma,TxGNN Deep Learning,0.96599280834198
EMEA/H/C/003724,Cerdelga,ELIGLUSTAT (TARTRATE),DB09039,familial generalized lentiginosis,TxGNN Deep Learning,0.9659922122955322
EMEA/H/C/003861,Natpar,PARATHYROID HORMONE,DB05829,catecholaminergic polymorphic ventricular tachycardia,TxGNN Deep Learning,0.9659869074821472
EMEA/H/C/001098,Somac Control,PANTOPRAZOLE,DB00213,lymphoadenopathic mastocytosis with eosinophilia,TxGNN Deep Learning,0.9659852385520936
EMEA/H/C/005124,Enhertu,TRASTUZUMAB DERUXTECAN,DB14962,diabetic cataract,TxGNN Deep Learning,0.9659618735313416
EMEA/H/C/002514,Aubagio,TERIFLUNOMIDE,DB08880,progressive relapsing multiple sclerosis,TxGNN Deep Learning,0.9659513235092164
EMEA/H/C/003995,Parsabiv,ETELCALCETIDE HYDROCHLORIDE,DB12865,constitutional megaloblastic anemia due to vitamin B12 metabolism disorder,TxGNN Deep Learning,0.9659442901611328
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,neonatal jaundice,TxGNN Deep Learning,0.9659317135810852
EMEA/H/C/006006,Dapagliflozin Viatris,DAPAGLIFLOZIN,DB06292,pancreatic agenesis,TxGNN Deep Learning,0.965925395488739
EMEA/H/C/002578,Lojuxta,LOMITAPIDE,DB08827,feline acquired immunodeficiency syndrome,TxGNN Deep Learning,0.9658975601196288
EMEA/H/C/002578,Lojuxta,LOMITAPIDE,DB08827,simian immunodeficiency virus infection,TxGNN Deep Learning,0.9658975601196288
EMEA/H/C/000474,Ventavis,ILOPROST,DB01088,malformation syndrome with odontal and/or periodontal component,TxGNN Deep Learning,0.9658973813056946
EMEA/H/C/003861,Natpar,PARATHYROID HORMONE,DB05829,resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,TxGNN Deep Learning,0.9658923745155334
EMEA/H/C/004213,Kisqali,RIBOCICLIB SUCCINATE,DB11730,hypereosinophilic syndrome,TxGNN Deep Learning,0.9658891558647156
EMEA/H/C/004232,Poteligeo,MOGAMULIZUMAB,DB12498,breast tumor luminal A or B,TxGNN Deep Learning,0.9658811092376708
EMEA/H/C/004246,Elmiron,PENTOSAN POLYSULFATE SODIUM,DB00686,bone Paget disease,TxGNN Deep Learning,0.9658789038658142
,Amlodipine,AMLODIPINE,DB00381,posteroinferior myocardial infarction,TxGNN Deep Learning,0.9658783674240112
,Amlodipine,AMLODIPINE,DB00381,posterolateral myocardial infarction,TxGNN Deep Learning,0.9658783674240112
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,ectodermal dysplasia and immunodeficiency,TxGNN Deep Learning,0.9658716917037964
EMEA/H/C/005839,Amifampridine SERB,AMIFAMPRIDINE PHOSPHATE,DB11640,monilethrix,TxGNN Deep Learning,0.9658673405647278
EMEA/H/C/006371,Austedo,DEUTETRABENAZINE,DB12161,thoracic malformation,TxGNN Deep Learning,0.9658666849136353
EMEA/H/C/002649,Invokana,CANAGLIFLOZIN,DB08907,drug-induced localized lipodystrophy,TxGNN Deep Learning,0.965864896774292
EMEA/H/C/004108,Ondexxya,ANDEXANET ALFA,DB14562,fetal and neonatal alloimmune thrombocytopenia,TxGNN Deep Learning,0.965864896774292
EMEA/H/C/003861,Natpar,PARATHYROID HORMONE,DB05829,obsolete susceptibility to ischemic stroke,TxGNN Deep Learning,0.965857744216919
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,"classic Hodgkin lymphoma, lymphocyte-depleted type",TxGNN Deep Learning,0.96584552526474
EMEA/H/C/004751,Trecondi,TREOSULFAN,DB11678,pre-malignant neoplasm,TxGNN Deep Learning,0.9658402800559998
EMEA/H/C/005760,Sugammadex Fresenius Kabi,SUGAMMADEX SODIUM,DB06206,fat necrosis of breast,TxGNN Deep Learning,0.965833306312561
EMEA/H/C/005760,Sugammadex Fresenius Kabi,SUGAMMADEX SODIUM,DB06206,breast abscess,TxGNN Deep Learning,0.965833306312561
,Cytarabine,CYTARABINE,DB00987,refractory cytopenia of childhood,TxGNN Deep Learning,0.965825855731964
EMEA/H/C/000091,Fareston,TOREMIFENE,DB00539,duodenal obstruction,TxGNN Deep Learning,0.9658189415931702
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,infectious otitis interna,TxGNN Deep Learning,0.9658178687095642
EMEA/H/C/002268,Dexdor,DEXMEDETOMIDINE HYDROCHLORIDE,DB00633,nephrogenic diabetes insipidus,TxGNN Deep Learning,0.965813398361206
EMEA/H/C/002345,Revestive,TEDUGLUTIDE,DB08900,peptic ulcer disease,TxGNN Deep Learning,0.965809404850006
EMEA/H/C/005760,Sugammadex Fresenius Kabi,SUGAMMADEX SODIUM,DB06206,fibromyalgia,TxGNN Deep Learning,0.9657934904098512
EMEA/H/C/001088,Olazax Disperzi,OLANZAPINE,DB00334,"gaze palsy, familial horizontal, with progressive scoliosis",TxGNN Deep Learning,0.9657901525497437
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,idiopathic pulmonary arterial hypertension,TxGNN Deep Learning,0.9657866954803468
EMEA/H/C/002658,Marixino (previously Maruxa),MEMANTINE HYDROCHLORIDE,DB01043,inclusion body myositis,TxGNN Deep Learning,0.965764343738556
EMEA/H/C/006322,Oczyesa,OCTREOTIDE HYDROCHLORIDE,DB00104,Plasmodium falciparum malaria,TxGNN Deep Learning,0.9657573699951172
