license_id,brand_name,ingredient,drugbank_id,potential_indication,source,score
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,"Czech dysplasia, metatarsal type",TxGNN Deep Learning,0.9914295077323914
EMEA/H/C/000577,Zonegran,ZONISAMIDE,DB00909,multifocal atrial tachycardia (disease),TxGNN Deep Learning,0.9914291501045228
EMEA/H/C/002621,Hemangiol,PROPRANOLOL HYDROCHLORIDE,DB00571,chondroma,TxGNN Deep Learning,0.9914186000823976
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,benign neoplasm of nasal cavity,TxGNN Deep Learning,0.9914148449897766
EMEA/H/C/005086,Vantobra (previously Tobramycin PARI),TOBRAMYCIN,DB00684,bronchitis,TxGNN Deep Learning,0.991414487361908
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,benign neoplasm of salivary gland,TxGNN Deep Learning,0.9914135932922364
EMEA/H/C/002393,Defitelio,DEFIBROTIDE,DB04932,hepatic infarction,TxGNN Deep Learning,0.991413116455078
EMEA/H/C/002455,Adcetris,BRENTUXIMAB VEDOTIN,DB08870,retroperitoneal neoplasm,TxGNN Deep Learning,0.9914125204086304
,Simvastatin,SIMVASTATIN,DB00641,hypoalphalipoproteinemia,TxGNN Deep Learning,0.9914072155952454
,Acetylsalicylic acid,ACETYLSALICYLIC ACID,DB00945,thrombotic disease,TxGNN Deep Learning,0.9914022088050842
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,diabetes mellitus type 2 associated cataract,TxGNN Deep Learning,0.99140065908432
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,immature cataract,TxGNN Deep Learning,0.99140065908432
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,tetanic cataract,TxGNN Deep Learning,0.99140065908432
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,craniostenosis cataract,TxGNN Deep Learning,0.99140065908432
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,mature cataract,TxGNN Deep Learning,0.99140065908432
EMEA/H/C/003898,Briviact (in Italy: Nubriveo),BRIVARACETAM,DB05541,beta-ketothiolase deficiency,TxGNN Deep Learning,0.9914002418518066
EMEA/H/C/003756,Jylamvo,METHOTREXATE,DB00563,prostate embryonal rhabdomyosarcoma,TxGNN Deep Learning,0.9913982152938844
EMEA/H/C/005264,Arikayce liposomal,AMIKACIN SULFATE,DB00479,denture stomatitis,TxGNN Deep Learning,0.9913980960845948
EMEA/H/C/005264,Arikayce liposomal,AMIKACIN SULFATE,DB00479,chemotherapy-induced oral mucositis,TxGNN Deep Learning,0.9913980960845948
EMEA/H/C/000839,Volibris,AMBRISENTAN,DB06403,hypertrichosis (disease),TxGNN Deep Learning,0.9913964867591858
EMEA/H/C/005083,Icatibant Accord,ICATIBANT ACETATE,DB06196,primary release disorder of platelets,TxGNN Deep Learning,0.9913909435272216
,Tezacaftor,TEZACAFTOR,DB11712,leprosy,TxGNN Deep Learning,0.991390824317932
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,vestibulocochlear nerve neoplasm,TxGNN Deep Learning,0.9913853406906128
EMEA/H/C/002315,Caprelsa,VANDETANIB,DB05294,renal pelvis adenocarcinoma,TxGNN Deep Learning,0.991384506225586
,Daunorubicin,DAUNORUBICIN,DB00694,"classic Hodgkin lymphoma, mixed cellularity type",TxGNN Deep Learning,0.991382896900177
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,CDK4 linked melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,acral lentiginous melanoma (disease),TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,amelanotic skin melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,balloon cell malignant melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,nodular malignant melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,lentigo maligna melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,superficial spreading melanoma,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002643,Mekinist,TRAMETINIB,DB08911,malignant melanoma of the mucosa,TxGNN Deep Learning,0.9913809895515442
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,nasal cavity inverting papilloma,TxGNN Deep Learning,0.991380512714386
EMEA/H/C/005218,Arsenic trioxide medac,ARSENIC TRIOXIDE,DB01169,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),TxGNN Deep Learning,0.9913772344589232
EMEA/H/C/005271,Zokinvy,LONAFARNIB,DB06448,leprosy,TxGNN Deep Learning,0.9913743138313292
EMEA/H/C/000984,Efient,PRASUGREL,DB06209,isolated genetic hair shaft abnormality,TxGNN Deep Learning,0.9913665652275084
EMEA/H/C/002640,Cometriq,CABOZANTINIB,DB08875,acquired cystic disease-associated renal cell carcinoma,TxGNN Deep Learning,0.99136084318161
EMEA/H/C/002640,Cometriq,CABOZANTINIB,DB08875,cystic renal cell carcinoma,TxGNN Deep Learning,0.99136084318161
EMEA/H/C/002640,Cometriq,CABOZANTINIB,DB08875,kidney medullary carcinoma,TxGNN Deep Learning,0.99136084318161
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,phenylketonuria,TxGNN Deep Learning,0.991358995437622
EMEA/H/C/005843,Opzelura,RUXOLITINIB PHOSPHATE,DB08877,marcothrombocytopenia with mitral valve insufficiency,TxGNN Deep Learning,0.991350531578064
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,mixed endometrial stromal and smooth muscle tumor,TxGNN Deep Learning,0.9913492202758788
EMEA/H/C/002569,Vargatef,NINTEDANIB,DB09079,liposarcoma,TxGNN Deep Learning,0.9913488030433656
EMEA/H/C/002771,Imlygic,TALIMOGENE LAHERPAREPVEC,DB13896,epithelioid cell uveal melanoma,TxGNN Deep Learning,0.9913472533226012
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,skull base neoplasm,TxGNN Deep Learning,0.9913451671600342
EMEA/H/C/000395,Pegasys,PEGINTERFERON ALFA-2A,DB00008,pericardium disease,TxGNN Deep Learning,0.9913445711135864
EMEA/H/C/005695,Opfolda,MIGLUSTAT,DB00419,mitochondrial pyruvate carrier deficiency,TxGNN Deep Learning,0.9913403391838074
,Aztreonam,AZTREONAM,DB00355,toxocariasis,TxGNN Deep Learning,0.9913392663002014
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,non-inflammatory vasculopathy,TxGNN Deep Learning,0.9913389682769777
EMEA/H/C/004433,Fasenra,BENRALIZUMAB,DB12023,acne keloid,TxGNN Deep Learning,0.9913372993469238
EMEA/H/C/002282,Potactasol,TOPOTECAN,DB01030,malignant struma ovarii,TxGNN Deep Learning,0.9913331866264344
EMEA/H/C/004128,Besremi,ROPEGINTERFERON ALFA-2B,DB15119,congenital secondary polycythemia,TxGNN Deep Learning,0.9913290739059448
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,trochlear nerve neoplasm,TxGNN Deep Learning,0.991327702999115
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,spinal accessory nerve neoplasm,TxGNN Deep Learning,0.991327702999115
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,facial nerve neoplasm,TxGNN Deep Learning,0.991327702999115
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,maternal hyperthermia induced birth defects,TxGNN Deep Learning,0.9913272261619568
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,abducens nerve neoplasm,TxGNN Deep Learning,0.9913257956504822
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,uterine corpus epithelioid leiomyosarcoma,TxGNN Deep Learning,0.9913201928138732
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,benign neoplasm of oral cavity,TxGNN Deep Learning,0.9913130402565002
EMEA/H/C/000284,Lantus,INSULIN GLARGINE,DB00047,diabetic ketoacidosis,TxGNN Deep Learning,0.9913120865821838
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,benign neoplasm of ear,TxGNN Deep Learning,0.9913114309310912
,Simvastatin,SIMVASTATIN,DB00641,ABri amyloidosis,TxGNN Deep Learning,0.9913104772567748
EMEA/H/C/001109,Ilaris,CANAKINUMAB,DB06168,pseudo-von Willebrand disease,TxGNN Deep Learning,0.9913062453269958
EMEA/H/C/001250,Orphacol,CHOLIC ACID,DB02659,sitosterolemia,TxGNN Deep Learning,0.9913052916526794
EMEA/H/C/002713,Latuda,LURASIDONE,DB08815,Malan overgrowth syndrome,TxGNN Deep Learning,0.991303563117981
EMEA/H/C/000613,Evoltra,CLOFARABINE,DB00631,Hodgkins lymphoma,TxGNN Deep Learning,0.9912987351417542
EMEA/H/C/001043,Multaq,DRONEDARONE,DB04855,spinal cord ischemia,TxGNN Deep Learning,0.9912981986999512
EMEA/H/C/000741,Vectibix,PANITUMUMAB,DB01269,drug-induced osteoporosis,TxGNN Deep Learning,0.991297721862793
EMEA/H/C/001250,Orphacol,CHOLIC ACID,DB02659,familial isolated hypoparathyroidism due to impaired PTH secretion,TxGNN Deep Learning,0.9912973642349244
EMEA/H/C/000825,Ratiograstim,FILGRASTIM,DB00099,biotin metabolic disease,TxGNN Deep Learning,0.9912972450256348
,Bupropion,BUPROPION,DB01156,agoraphobia,TxGNN Deep Learning,0.9912956953048706
EMEA/H/C/002255,Clopidogrel HCS,CLOPIDOGREL (AS HYDROCHLORIDE),DB00758,idiopathic granulomatous myositis,TxGNN Deep Learning,0.9912944436073304
EMEA/H/C/002255,Clopidogrel HCS,CLOPIDOGREL (AS HYDROCHLORIDE),DB00758,myositis fibrosa,TxGNN Deep Learning,0.9912944436073304
EMEA/H/C/000563,Aloxi,PALONOSETRON HYDROCHLORIDE,DB00377,atrophoderma vermiculata,TxGNN Deep Learning,0.9912921786308287
EMEA/H/C/003870,Hetlioz,TASIMELTEON,DB09071,amyotrohpic lateral sclerosis type 22,TxGNN Deep Learning,0.991290807723999
EMEA/H/C/005392,Padcev,ENFORTUMAB VEDOTIN,DB13007,malignant catarrh,TxGNN Deep Learning,0.9912885427474976
EMEA/H/C/005392,Padcev,ENFORTUMAB VEDOTIN,DB13007,infectious bovine rhinotracheitis,TxGNN Deep Learning,0.9912885427474976
EMEA/H/C/005936,Tibsovo,IVOSIDENIB,DB14568,inherited acute myeloid leukemia,TxGNN Deep Learning,0.9912872910499572
,L-Lysine,L-LYSINE,DB00123,congenital prothrombin deficiency,TxGNN Deep Learning,0.9912843704223632
EMEA/H/C/000363,Kineret,ANAKINRA,DB00026,autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,TxGNN Deep Learning,0.99128258228302
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,chronic tic disorder,TxGNN Deep Learning,0.9912732243537904
EMEA/H/C/001012,Resolor,PRUCALOPRIDE SUCCINATE,DB06480,biotin metabolic disease,TxGNN Deep Learning,0.9912701845169068
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,fetal minoxidil syndrome,TxGNN Deep Learning,0.991269826889038
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,punctate epithelial keratoconjunctivitis,TxGNN Deep Learning,0.9912691116333008
EMEA/H/C/004218,Myalepta,METRELEPTIN,DB09046,glaucoma,TxGNN Deep Learning,0.9912673830986024
EMEA/H/C/000743,Ivemend,FOSAPREPITANT,DB06717,Ambras type hypertrichosis universalis congenita,TxGNN Deep Learning,0.9912602305412292
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,"thrombophilia due to protein S deficiency, autosomal recessive",TxGNN Deep Learning,0.991259515285492
EMEA/H/C/002282,Potactasol,TOPOTECAN,DB01030,ovarian cystic teratoma,TxGNN Deep Learning,0.9912573099136353
EMEA/H/C/005173,Phelinun,MELPHALAN HYDROCHLORIDE,DB01042,Krukenberg carcinoma,TxGNN Deep Learning,0.9912545084953308
EMEA/H/C/002315,Caprelsa,VANDETANIB,DB05294,undifferentiated carcinoma of liver and intrahepatic biliary tract,TxGNN Deep Learning,0.9912503957748412
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,cystic neoplasm,TxGNN Deep Learning,0.9912493228912354
EMEA/H/C/005695,Opfolda,MIGLUSTAT,DB00419,adult familial nephronophthisis-spastic quadriparesia syndrome,TxGNN Deep Learning,0.9912465214729308
EMEA/H/C/004958,Nilemdo,BEMPEDOIC ACID,DB11936,postmenopausal osteoporosis,TxGNN Deep Learning,0.9912458062171936
EMEA/H/C/001176,Rapiscan,REGADENOSON,DB06213,esotropia,TxGNN Deep Learning,0.991244614124298
EMEA/H/C/004806,Takhzyro,LANADELUMAB,DB14597,Scott syndrome,TxGNN Deep Learning,0.9912444949150084
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,cleft lip/palate-intestinal malrotation-cardiopathy syndrome,TxGNN Deep Learning,0.9912439584732056
EMEA/H/C/000690,Nexavar,SORAFENIB,DB00398,childhood malignant neoplasm,TxGNN Deep Learning,0.9912420511245728
EMEA/H/C/000577,Zonegran,ZONISAMIDE,DB00909,tendinitis,TxGNN Deep Learning,0.9912338852882384
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,vagus nerve paraganglioma,TxGNN Deep Learning,0.9912332892417908
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,Keratocystic odontogenic tumor,TxGNN Deep Learning,0.9912322163581848
EMEA/H/C/001141,Votrient,PAZOPANIB,DB06589,collecting duct carcinoma,TxGNN Deep Learning,0.9912294149398804
,Meropenem,MEROPENEM,DB00760,endocardial fibroelastosis,TxGNN Deep Learning,0.9912267327308656
EMEA/H/C/005266,Pemazyre,PEMIGATINIB,DB15102,lethal arthrogryposis-anterior horn cell disease syndrome,TxGNN Deep Learning,0.991226613521576
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,external ear neoplasm,TxGNN Deep Learning,0.991226613521576
EMEA/H/C/000577,Zonegran,ZONISAMIDE,DB00909,myositis fibrosa,TxGNN Deep Learning,0.9912260174751282
EMEA/H/C/000577,Zonegran,ZONISAMIDE,DB00909,idiopathic granulomatous myositis,TxGNN Deep Learning,0.9912260174751282
EMEA/H/C/004871,Evrenzo,ROXADUSTAT,DB04847,bone Paget disease,TxGNN Deep Learning,0.99122554063797
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,oculomotor nerve neoplasm,TxGNN Deep Learning,0.9912251830101012
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,neonatal epileptic encephalopathy due to glutaminase deficiency,TxGNN Deep Learning,0.9912251830101012
EMEA/H/C/000105,Rapilysin,RETEPLASE,DB00015,pyruvate kinase deficiency of red cells,TxGNN Deep Learning,0.9912191033363342
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,mantle cell lymphoma,TxGNN Deep Learning,0.9912160634994508
EMEA/H/C/001250,Orphacol,CHOLIC ACID,DB02659,20p12.3 microdeletion syndrome,TxGNN Deep Learning,0.9912158250808716
EMEA/H/C/005652,Bekemv,ECULIZUMAB,DB01257,A20 haploinsufficiency,TxGNN Deep Learning,0.9912135004997252
EMEA/H/C/004106,Venclyxto,VENETOCLAX,DB11581,malignant spiradenoma,TxGNN Deep Learning,0.991211712360382
EMEA/H/C/003726,Lynparza,OLAPARIB,DB09074,hereditary site-specific ovarian cancer syndrome,TxGNN Deep Learning,0.9912109971046448
EMEA/H/C/000839,Volibris,AMBRISENTAN,DB06403,syndrome with a Dandy-Walker malformation as major feature,TxGNN Deep Learning,0.9912079572677612
EMEA/H/C/004004,Kanuma,SEBELIPASE ALFA,DB11563,exocrine pancreatic insufficiency,TxGNN Deep Learning,0.9912039041519164
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,lipoma of the conjunctiva,TxGNN Deep Learning,0.9912031888961792
EMEA/H/C/000986,Firmagon,DEGARELIX,DB06699,recalcitrant atopic dermatitis,TxGNN Deep Learning,0.9912028312683104
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,inborn disorder of bilirubin metabolism,TxGNN Deep Learning,0.991202473640442
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,TxGNN Deep Learning,0.9912003874778748
EMEA/H/C/000363,Kineret,ANAKINRA,DB00026,chromhidrosis,TxGNN Deep Learning,0.9911965131759644
EMEA/H/C/001012,Resolor,PRUCALOPRIDE SUCCINATE,DB06480,acute pulmonary heart disease,TxGNN Deep Learning,0.9911933541297911
EMEA/H/C/000157,Cerezyme,IMIGLUCERASE,DB00053,cholesteryl ester storage disease,TxGNN Deep Learning,0.9911931157112122
,Cilastatin,CILASTATIN,DB01597,pyelonephritis,TxGNN Deep Learning,0.9911916851997375
EMEA/H/C/000770,Avamys,FLUTICASONE FUROATE,DB08906,phototoxic dermatitis,TxGNN Deep Learning,0.9911908507347108
EMEA/H/C/001114,Onbrez Breezhaler,INDACATEROL MALEATE,DB05039,myositis,TxGNN Deep Learning,0.9911905527114868
EMEA/H/C/002569,Vargatef,NINTEDANIB,DB09079,ovarian myxoid liposarcoma,TxGNN Deep Learning,0.9911873936653136
EMEA/H/C/002621,Hemangiol,PROPRANOLOL HYDROCHLORIDE,DB00571,cirrhotic cardiomyopathy,TxGNN Deep Learning,0.9911871552467346
EMEA/H/C/001252,Bronchitol,MANNITOL,DB00742,frontal lobe epilepsy,TxGNN Deep Learning,0.9911870360374452
EMEA/H/C/004806,Takhzyro,LANADELUMAB,DB14597,idiopathic eosinophilic myositis,TxGNN Deep Learning,0.9911859631538392
EMEA/H/C/004806,Takhzyro,LANADELUMAB,DB14597,inflammatory myopathy with abundant macrophages,TxGNN Deep Learning,0.9911859631538392
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,neoplasm of minor salivary gland,TxGNN Deep Learning,0.9911852478981018
EMEA/H/C/002621,Hemangiol,PROPRANOLOL HYDROCHLORIDE,DB00571,cardiomyopathy,TxGNN Deep Learning,0.9911834001541138
EMEA/H/C/004004,Kanuma,SEBELIPASE ALFA,DB11563,Steel syndrome,TxGNN Deep Learning,0.9911834001541138
EMEA/H/C/002498,Tresiba,INSULIN DEGLUDEC,DB09564,opsismodysplasia,TxGNN Deep Learning,0.991182804107666
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,early-onset parkinsonism-intellectual disability syndrome,TxGNN Deep Learning,0.991181254386902
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,kidney fibrosarcoma,TxGNN Deep Learning,0.9911789298057556
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,acrodermatitis chronica atrophicans,TxGNN Deep Learning,0.991177499294281
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,disorder of GPI anchor biosynthesis,TxGNN Deep Learning,0.991176962852478
EMEA/H/C/004913,Beovu,BROLUCIZUMAB,DB14864,esophageal varices without bleeding,TxGNN Deep Learning,0.991171419620514
EMEA/H/C/004913,Beovu,BROLUCIZUMAB,DB14864,esophageal varices with bleeding,TxGNN Deep Learning,0.991171419620514
EMEA/H/C/005182,Trodelvy,SACITUZUMAB GOVITECAN,DB12893,diabetic cataract,TxGNN Deep Learning,0.9911710619926452
EMEA/H/C/005086,Vantobra (previously Tobramycin PARI),TOBRAMYCIN,DB00684,blepharoconjunctivitis,TxGNN Deep Learning,0.9911702871322632
EMEA/H/C/001176,Rapiscan,REGADENOSON,DB06213,pseudoallergy,TxGNN Deep Learning,0.9911640882492064
EMEA/H/C/003843,Zydelig,IDELALISIB,DB09054,lymphoma,TxGNN Deep Learning,0.9911636114120485
EMEA/H/C/005843,Opzelura,RUXOLITINIB PHOSPHATE,DB08877,transient neonatal thrombocytopenia,TxGNN Deep Learning,0.991160213947296
EMEA/H/C/002621,Hemangiol,PROPRANOLOL HYDROCHLORIDE,DB00571,spindle cell hemangioma,TxGNN Deep Learning,0.9911589026451112
EMEA/H/C/005207,Trepulmix,TREPROSTINIL SODIUM,DB00374,syndrome with a Dandy-Walker malformation as major feature,TxGNN Deep Learning,0.9911584258079528
EMEA/H/C/000326,Targretin,BEXAROTENE,DB00307,lymphosarcoma,TxGNN Deep Learning,0.991154670715332
,Tazobactam,TAZOBACTAM,DB01606,urinary tract infection (disease),TxGNN Deep Learning,0.9911532998085022
EMEA/H/C/001177,Sycrest,ASENAPINE MALEATE,DB06216,Malan overgrowth syndrome,TxGNN Deep Learning,0.9911507368087769
EMEA/H/C/005695,Opfolda,MIGLUSTAT,DB00419,biotin-responsive basal ganglia disease,TxGNN Deep Learning,0.9911496639251708
EMEA/H/C/000297,Myocet liposomal (previously Myocet),DOXORUBICIN HYDROCHLORIDE,DB00997,bladder exstrophy-epispadias-cloacal exstrophy complex,TxGNN Deep Learning,0.9911493062973022
EMEA/H/C/000557,Apidra,INSULIN GLULISINE,DB01309,centrifugal lipodystrophy,TxGNN Deep Learning,0.9911473393440248
EMEA/H/C/004138,Intrarosa,PRASTERONE,DB01708,scleroderma (disease),TxGNN Deep Learning,0.9911386370658876
EMEA/H/C/000636,Myozyme,ALGLUCOSIDASE ALFA,DB01272,"camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye",TxGNN Deep Learning,0.9911351203918456
EMEA/H/C/004071,Neofordex,DEXAMETHASONE,DB01234,pemphigus,TxGNN Deep Learning,0.9911290407180786
EMEA/H/C/004744,Palynziq,PEGVALIASE,DB12839,diabetic cataract,TxGNN Deep Learning,0.9911262392997742
EMEA/H/C/005936,Tibsovo,IVOSIDENIB,DB14568,unclassified acute myeloid leukemia,TxGNN Deep Learning,0.991121768951416
EMEA/H/C/002547,Perjeta,PERTUZUMAB,DB06366,ocular cancer,TxGNN Deep Learning,0.9911192059516908
EMEA/H/C/000233,Cetrotide,CETRORELIX (AS ACETATE),DB00050,genetic alopecia,TxGNN Deep Learning,0.9911184906959534
EMEA/H/C/000606,Xolair,OMALIZUMAB,DB00043,2-hydroxyethyl methacrylate sensitization,TxGNN Deep Learning,0.991113007068634
EMEA/H/C/000636,Myozyme,ALGLUCOSIDASE ALFA,DB01272,epiblepharon,TxGNN Deep Learning,0.9911062121391296
EMEA/H/C/000631,Aptivus,TIPRANAVIR,DB00932,prostate leiomyoma,TxGNN Deep Learning,0.9911062121391296
EMEA/H/C/000107,Epivir,LAMIVUDINE,DB00709,chronic hepatitis C virus infection,TxGNN Deep Learning,0.991100013256073
,Avibactam,AVIBACTAM,DB09060,ureter tuberculosis,TxGNN Deep Learning,0.9910984635353088
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,genetic otorhinolaryngological malformation,TxGNN Deep Learning,0.991095781326294
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,parameningeal embryonal rhabdomyosarcoma,TxGNN Deep Learning,0.9910955429077148
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,"spondyloepimetaphyseal dysplasia, Handigodu type",TxGNN Deep Learning,0.9910940527915956
EMEA/H/C/004586,Exparel liposomal,BUPIVACAINE,DB00297,secondary interstitial lung disease specific to childhood associated with a connective tissue disease,TxGNN Deep Learning,0.9910925030708312
EMEA/H/C/004454,Veyvondi,VONICOG ALFA,DB12872,esophageal malformation,TxGNN Deep Learning,0.9910914301872252
EMEA/H/C/000232,ReFacto AF,MOROCTOCOG ALFA,DB13999,flood factor deficiency,TxGNN Deep Learning,0.991091251373291
EMEA/H/C/001012,Resolor,PRUCALOPRIDE SUCCINATE,DB06480,infectious otitis media,TxGNN Deep Learning,0.9910901784896852
EMEA/H/C/000297,Myocet liposomal (previously Myocet),DOXORUBICIN HYDROCHLORIDE,DB00997,lissencephaly spectrum disorders,TxGNN Deep Learning,0.9910886287689208
EMEA/H/C/005975,Tuzulby,METHYLPHENIDATE HYDROCHLORIDE,DB00422,dysthymic disorder,TxGNN Deep Learning,0.9910882711410522
,Daunorubicin,DAUNORUBICIN,DB00694,"Hodgkin's lymphoma, mixed cellularity",TxGNN Deep Learning,0.991084098815918
,Ceftolozane,CEFTOLOZANE,DB09050,premalignant hematological system disease,TxGNN Deep Learning,0.9910809397697448
EMEA/H/C/006248,Attrogy,DIFLUNISAL,DB00861,"platyspondylic dysplasia, Torrance type",TxGNN Deep Learning,0.9910805821418762
EMEA/H/C/003843,Zydelig,IDELALISIB,DB09054,plasma cell neoplasm,TxGNN Deep Learning,0.9910803437232972
EMEA/H/C/000551,Prialt,ZICONOTIDE,DB06283,kyphoscoliotic heart disease,TxGNN Deep Learning,0.991080105304718
EMEA/H/C/001250,Orphacol,CHOLIC ACID,DB02659,oral candidiasis,TxGNN Deep Learning,0.991078794002533
EMEA/H/C/001106,Elonva,CORIFOLLITROPIN ALFA,DB09066,"migraine with or without aura, susceptibility to",TxGNN Deep Learning,0.99107563495636
EMEA/H/C/000984,Efient,PRASUGREL,DB06209,female breast carcinoma,TxGNN Deep Learning,0.991070032119751
EMEA/H/C/004790,Nubeqa,DAROLUTAMIDE,DB12941,homozygous familial hypercholesterolemia,TxGNN Deep Learning,0.9910694360733032
EMEA/H/C/005406,Okedi,RISPERIDONE,DB00734,major affective disorder,TxGNN Deep Learning,0.9910634756088256
EMEA/H/C/004271,Tremfya,GUSELKUMAB,DB11834,neonatal dermatomyositis,TxGNN Deep Learning,0.9910593628883362
EMEA/H/C/005896,Hyftor,SIROLIMUS,DB00877,leiomyosarcoma,TxGNN Deep Learning,0.9910562038421632
EMEA/H/C/005014,Deferasirox Mylan,DEFERASIROX,DB01609,dermatofibrosarcoma protuberans,TxGNN Deep Learning,0.9910558462142944
EMEA/H/C/004954,Ultomiris,RAVULIZUMAB,DB11580,inborn disorder of phenylalanin or tyrosine metabolism,TxGNN Deep Learning,0.9910545945167542
EMEA/H/C/004752,Xospata,GILTERITINIB FUMARATE,DB12141,bulbar polio,TxGNN Deep Learning,0.9910489320755004
EMEA/H/C/002296,Sancuso,GRANISETRON,DB00889,cold urticaria,TxGNN Deep Learning,0.9910467267036438
EMEA/H/C/003898,Briviact (in Italy: Nubriveo),BRIVARACETAM,DB05541,adolescent/adult onset autosomal dominant epilepsy with auditory features,TxGNN Deep Learning,0.9910438060760498
EMEA/H/C/000474,Ventavis,ILOPROST,DB01088,diffuse alopecia areata,TxGNN Deep Learning,0.9910420179367064
EMEA/H/C/001250,Orphacol,CHOLIC ACID,DB02659,primary hyperoxaluria,TxGNN Deep Learning,0.9910417199134828
EMEA/H/C/002552,Deltyba,DELAMANID,DB11637,cutaneous tuberculosis,TxGNN Deep Learning,0.991038978099823
EMEA/H/C/002282,Potactasol,TOPOTECAN,DB01030,cervical endometrioid adenocarcinoma,TxGNN Deep Learning,0.991038978099823
EMEA/H/C/002498,Tresiba,INSULIN DEGLUDEC,DB09564,diabetes mellitus (disease),TxGNN Deep Learning,0.991037130355835
EMEA/H/C/000637,Cubicin,DAPTOMYCIN,DB00080,Braddock syndrome,TxGNN Deep Learning,0.991033375263214
EMEA/H/C/000955,RoActemra,TOCILIZUMAB,DB06273,systemic mastocytosis,TxGNN Deep Learning,0.9910297393798828
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,erythromelalgia,TxGNN Deep Learning,0.9910242557525636
,Daunorubicin,DAUNORUBICIN,DB00694,thymic epithelial neoplasm,TxGNN Deep Learning,0.991018295288086
EMEA/H/C/000984,Efient,PRASUGREL,DB06209,idiopathic pulmonary arterial hypertension,TxGNN Deep Learning,0.991018295288086
